anonId,printer,klass,profile,copies,pageX_in,pageY_in,areaX_in,areaY_in,layout_sqft,art_sqft,print_s,rip_s,cmyk_ml,white_ml,gloss_ml,other_ml,sqft_per_hr,p_start,flags
job-b50197af64,LG-640,LG640_GLOSS_ONLY,Special Effects,130,3.989,5.0,52.461,50.0,18.2157,18.004,11902.0,,0.0,0.0,55.26,0.0,5.51,2026-06-12T13:12:58,
job-a065ec5be7,LG-640,LG640_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.323,50.0,18.1679,18.004,2971.0,,17.326,0.0,0.0,0.0,22.01,2026-06-12T13:12:50,
job-78b70f808e,LG-640,LG640_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.284,50.0,18.1542,18.004,914.0,,18.949,0.0,0.0,0.0,71.5,2026-06-12T13:12:47,
job-556cd65c42,LG-640,LG640_GLOSS_ONLY,Special Effects,105,7.003,2.703,51.046,40.547,14.3736,13.8035,14392.0,,0.0,0.0,49.407,0.0,3.6,2026-06-12T08:46:58,
job-556cd65c42,LG-640,LG640_GLOSS_ONLY,Special Effects,133,7.003,2.703,52.215,49.022,17.7757,17.4845,10004.0,,0.0,0.0,62.62,0.0,6.4,2026-06-12T08:46:55,
job-6911def924,LG-640,LG640_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.461,50.0,18.2157,18.004,12662.0,,24.698,0.0,0.0,0.0,5.18,2026-06-11T15:01:18,
job-6911def924,LG-640,LG640_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.461,50.0,18.2157,18.004,5418.0,,24.698,0.0,0.0,0.0,12.1,2026-06-11T12:36:57,
job-2c85eb2d5c,LG-640,LG640_GLOSS_ONLY,Special Effects,5,3.125,7.0,44.035,3.125,0.9556,0.7595,415.0,,0.0,0.0,1.506,0.0,8.29,2026-06-11T12:36:30,
job-6911def924,LG-640,LG640_GLOSS_ONLY,Special Effects,130,3.989,5.0,52.461,50.0,18.2157,18.004,3528.0,,0.0,0.0,18.717,0.0,18.59,2026-06-11T11:33:34,
job-6911def924,LG-640,LG640_GLOSS_ONLY,Special Effects,130,3.989,5.0,52.461,50.0,18.2157,18.004,8764.0,,0.0,0.0,18.717,0.0,7.48,2026-06-11T08:39:05,
job-e88328bc55,LG-640,LG640_GLOSS_ONLY,Special Effects,130,3.989,5.0,52.461,50.0,18.2157,18.004,11048.0,,0.0,0.0,57.045,0.0,5.94,2026-06-10T08:52:18,
job-6911def924,LG-640,LG640_GLOSS_ONLY,Special Effects,130,3.989,5.0,52.461,50.0,18.2157,18.004,3715.0,35.0,0.0,0.0,18.717,0.0,17.65,2026-06-10T08:45:34,
job-fa1da0ad82,LG-640,LG640_GLOSS_ONLY,Special Effects,32,9.13,3.128,51.559,18.26,6.5379,6.347,1624.0,,0.0,0.0,10.569,0.0,14.49,2026-06-09T17:14:18,
job-ee83ea3510,LG-640,LG640_GLOSS_ONLY,Special Effects,32,9.13,3.128,51.559,18.26,6.5379,6.347,764.0,,0.0,0.0,13.245,0.0,30.81,2026-06-09T17:14:14,
job-2f3e7a8e8a,LG-640,LG640_GLOSS_ONLY,Special Effects,66,8.473,2.917,51.955,32.082,11.5751,11.3265,974.0,25.0,0.0,0.0,21.161,0.0,42.78,2026-06-09T16:28:08,
job-2f3e7a8e8a,LG-640,LG640_CMYK_ONLY,Generic Sign Production,66,8.473,2.917,51.955,32.082,11.5751,11.3265,1209.0,,15.432000000000002,0.0,0.0,0.0,34.47,2026-06-09T14:58:40,
job-2f3e7a8e8a,LG-640,LG640_GLOSS_ONLY,Special Effects,66,8.473,2.917,51.955,32.082,11.5751,11.3265,3604.0,,0.0,0.0,56.785,0.0,11.56,2026-06-09T13:03:18,
job-2f3e7a8e8a,LG-640,LG640_CMYK_ONLY,Generic Sign Production,1,8.473,2.917,30.772,2.917,0.6232,0.1716,58.0,15.0,0.23399999999999999,0.0,0.0,0.0,38.68,2026-06-09T13:03:13,
job-7a3e003c9c,LG-640,LG640_CMYK_ONLY,Generic Sign Production,1,9.705,2.491,31.388,2.491,0.543,0.1679,158.0,,0.14500000000000002,0.0,0.0,0.0,12.37,2026-06-08T09:27:29,
job-7a3e003c9c,LG-640,LG640_CMYK_ONLY,Generic Sign Production,1,9.705,2.491,31.388,2.491,0.543,0.1679,198.0,57.0,0.14500000000000002,0.0,0.0,0.0,9.87,2026-06-08T00:10:43,
job-7a3e003c9c,LG-640,LG640_CMYK_ONLY,Generic Sign Production,1,9.705,2.491,31.388,2.491,0.543,0.1679,199.0,,0.14500000000000002,0.0,0.0,0.0,9.82,2026-06-07T23:39:00,
job-df3dd71040,LG-640,LG640_GLOSS_ONLY,Special Effects,1,0.0,0.0,52.814,24.758,9.0803,0.0,6299.0,122.0,0.0,0.0,21.123,0.0,5.19,2026-06-07T08:39:30,
job-df3dd71040,LG-640,LG640_CMYK_ONLY,Generic Sign Production,1,0.0,0.0,52.814,24.758,9.0803,0.0,4276.0,62.0,11.228,0.0,0.0,0.0,7.64,2026-06-07T08:39:26,
job-f7df0a41a4,LG-640,LG640_GLOSS_ONLY,Special Effects,1,0.0,0.0,52.999,21.239,7.8171,0.0,2927.0,52.0,0.0,0.0,14.125,0.0,9.61,2026-06-07T08:38:33,
job-f7df0a41a4,LG-640,LG640_CMYK_ONLY,Generic Sign Production,1,0.0,0.0,52.999,21.239,7.8171,0.0,1197.0,56.0,4.206,0.0,0.0,0.0,23.51,2026-06-07T08:37:35,
job-b4acdb4536,LG-640,LG640_GLOSS_ONLY,Special Effects,66,8.312,2.578,51.472,28.357,10.1362,9.8229,13228.0,,0.0,0.0,47.479,0.0,2.76,2026-06-07T01:09:03,
job-e809f290dd,LG-640,LG640_GLOSS_ONLY,Special Effects,66,8.312,2.578,51.472,28.357,10.1362,9.8229,6644.0,,0.0,0.0,37.621,0.0,5.49,2026-06-07T01:09:03,
job-e809f290dd,LG-640,LG640_CMYK_ONLY,Generic Sign Production,66,8.312,2.578,51.472,28.357,10.1362,9.8229,4385.0,,12.925,0.0,0.0,0.0,8.32,2026-06-07T01:09:02,
job-e809f290dd,LG-640,LG640_CMYK_ONLY,Generic Sign Production,66,8.312,2.578,51.472,28.357,10.1362,9.8229,977.0,33.0,12.925,0.0,0.0,0.0,37.35,2026-06-07T00:38:05,
job-339376879a,LG-640,LG640_GLOSS_ONLY,Special Effects,83,2.166,2.166,52.529,8.665,3.1607,2.7045,960.0,32.0,0.0,0.0,4.738,0.0,11.85,2026-06-05T14:43:57,
job-a012d4ae2c,LG-640,LG640_GLOSS_ONLY,Special Effects,60,9.296,2.166,49.776,25.994,8.9851,8.3902,10658.0,53.0,0.0,0.0,17.952,0.0,3.03,2026-06-05T11:25:07,
job-a012d4ae2c,LG-640,LG640_GLOSS_ONLY,Special Effects,100,9.296,2.166,49.776,43.323,14.9751,13.9837,8086.0,,0.0,0.0,29.92,0.0,6.67,2026-06-05T11:24:35,
job-339376879a,LG-640,LG640_GLOSS_ONLY,Special Effects,125,2.166,2.166,52.529,12.997,4.7411,4.0731,2891.0,,0.0,0.0,7.136,0.0,5.9,2026-06-04T18:52:15,
job-cee0115202,LG-640,LG640_GLOSS_ONLY,Special Effects,130,3.989,5.0,52.461,50.0,18.2157,18.004,7378.0,74.0,0.0,0.0,37.268,0.0,8.89,2026-06-04T11:46:55,
job-15326c8a1b,LG-640,LG640_GLOSS_ONLY,Special Effects,130,3.989,5.0,52.461,50.0,18.2157,18.004,3716.0,44.0,0.0,0.0,73.474,0.0,17.65,2026-06-04T11:46:54,
job-42c24e8477,LG-640,LG640_GLOSS_ONLY,Special Effects,1,0.0,0.0,52.564,9.105,3.3236,0.0,6593.0,198.0,0.0,0.0,15.129,0.0,1.81,2026-06-03T22:52:02,
job-63e5177848,LG-640,LG640_GLOSS_ONLY,Special Effects,1,0.0,0.0,52.054,25.075,9.0642,0.0,4881.0,98.0,0.0,0.0,8.703,0.0,6.69,2026-06-03T22:52:02,
job-17f7e1fa06,LG-640,LG640_GLOSS_ONLY,Special Effects,50,9.13,3.128,47.392,31.28,10.2944,9.9172,3668.0,79.0,0.0,0.0,49.072,0.0,10.1,2026-06-03T08:56:20,
job-15c1de8e4d,LG-640,LG640_GLOSS_ONLY,Special Effects,65,9.143,2.068,49.295,26.885,9.2036,8.5355,14284.0,118.0,0.0,0.0,14.167,0.0,2.32,2026-06-01T21:23:18,
job-e1d04393ca,LG-640,LG640_GLOSS_ONLY,Special Effects,65,9.143,2.068,49.295,26.885,9.2036,8.5355,10906.0,72.0,0.0,0.0,18.762,0.0,3.04,2026-06-01T21:23:18,
job-81ecbe4944,LG-640,LG640_GLOSS_ONLY,Special Effects,65,9.143,2.068,49.295,26.885,9.2036,8.5355,7579.0,37.0,0.0,0.0,17.145,0.0,4.37,2026-06-01T21:23:18,
job-8e3bbd99a6,LG-640,LG640_GLOSS_ONLY,Special Effects,168,6.94,1.567,50.726,37.597,13.2441,12.6833,5540.0,,0.0,0.0,47.492,0.0,8.61,2026-06-01T21:02:08,
job-b1ad75b0b6,LG-640,LG640_GLOSS_ONLY,Special Effects,65,3.989,5.0,52.363,25.0,9.0908,9.002,5058.0,68.0,0.0,0.0,48.235,0.0,6.47,2026-06-01T17:39:02,
job-b2d464c8f4,LG-640,LG640_GLOSS_ONLY,Special Effects,65,3.989,5.0,52.363,25.0,9.0908,9.002,2385.0,36.0,0.0,0.0,40.747,0.0,13.72,2026-06-01T17:39:02,
job-6ca5deba0c,LG-640,LG640_GLOSS_ONLY,Special Effects,130,3.989,5.0,52.363,50.0,18.1815,18.004,10069.0,52.0,0.0,0.0,23.358,0.0,6.5,2026-06-01T14:36:15,
job-e55ee3ad79,LG-640,LG640_GLOSS_ONLY,Special Effects,130,3.989,5.0,52.363,50.0,18.1815,18.004,7979.0,27.0,0.0,0.0,33.052,0.0,8.2,2026-06-01T14:36:14,
job-d053c56083,LG-640,LG640_GLOSS_ONLY,Special Effects,5,3.198,1.861,34.432,1.861,0.4451,0.2067,7218.0,28.0,0.0,0.0,0.293,0.0,0.22,2026-06-01T14:14:41,
job-339376879a,LG-640,LG640_GLOSS_ONLY,Special Effects,168,2.166,2.166,52.431,15.163,5.5209,5.4742,12505.0,,0.0,0.0,9.552,0.0,1.59,2026-06-01T08:43:44,
job-3c4741f6dc,LG-640,LG640_GLOSS_ONLY,Special Effects,168,2.166,2.166,52.431,15.163,5.5209,5.4742,9279.0,,0.0,0.0,9.903,0.0,2.14,2026-06-01T08:43:44,
job-a62143e834,LG-640,LG640_GLOSS_ONLY,Special Effects,168,2.166,2.166,52.431,15.163,5.5209,5.4742,6336.0,,0.0,0.0,9.445,0.0,3.14,2026-06-01T08:43:44,
job-b2d464c8f4,LG-640,LG640_GLOSS_ONLY,Special Effects,130,3.989,5.0,52.363,50.0,18.1815,18.004,4971.0,,0.0,0.0,81.494,0.0,13.17,2026-06-01T08:17:40,
job-3bcd8c3a41,LG-640,LG640_GLOSS_ONLY,Special Effects,130,3.989,5.0,52.363,50.0,18.1815,18.004,9749.0,63.0,0.0,0.0,100.243,0.0,6.71,2026-05-31T23:16:59,
job-e1da42c5b3,LG-640,LG640_GLOSS_ONLY,Special Effects,130,3.989,5.0,52.363,50.0,18.1815,18.004,4658.0,32.0,0.0,0.0,89.015,0.0,14.05,2026-05-31T23:16:59,
job-343fc36cdd,LG-640,LG640_CMYK_ONLY,Generic Sign Production,65,0.0,0.0,52.363,50.0,18.1815,0.0,12432.0,76.0,18.38,0.0,0.0,0.0,5.26,2026-05-31T18:02:14,
job-3ebc363cc0,LG-640,LG640_GLOSS_ONLY,Special Effects,65,0.0,0.0,52.363,50.0,18.1815,0.0,10933.0,134.0,0.0,0.0,43.676,0.0,5.99,2026-05-31T18:00:43,
job-3ebc363cc0,LG-640,LG640_CMYK_ONLY,Generic Sign Production,65,0.0,0.0,52.363,50.0,18.1815,0.0,8629.0,105.0,25.557,0.0,0.0,0.0,7.59,2026-05-31T18:00:40,
job-37448b5a01,LG-640,LG640_GLOSS_ONLY,Special Effects,65,0.0,0.0,52.363,50.0,18.1815,0.0,7017.0,81.0,0.0,0.0,49.969,0.0,9.33,2026-05-31T18:00:36,
job-37448b5a01,LG-640,LG640_CMYK_ONLY,Generic Sign Production,65,0.0,0.0,52.363,50.0,18.1815,0.0,4713.0,57.0,25.84,0.0,0.0,0.0,13.89,2026-05-31T18:00:31,
job-468aed7887,LG-640,LG640_GLOSS_ONLY,Special Effects,65,0.0,0.0,52.363,50.0,18.1815,0.0,3319.0,32.0,0.0,0.0,35.841,0.0,19.72,2026-05-31T18:00:28,
job-468aed7887,LG-640,LG640_CMYK_ONLY,Generic Sign Production,65,0.0,0.0,52.363,50.0,18.1815,0.0,1016.0,,29.238999999999997,0.0,0.0,0.0,64.42,2026-05-31T18:00:21,
job-b6fc5aafdb,LG-640,LG640_GLOSS_ONLY,Special Effects,225,2.128,2.128,49.102,21.283,7.2574,7.0779,8136.0,,0.0,0.0,20.009,0.0,3.21,2026-05-30T12:32:16,
job-e40310a83d,LG-640,LG640_GLOSS_ONLY,Special Effects,69,2.128,2.128,49.102,6.385,2.1772,2.1706,3341.0,,0.0,0.0,6.322,0.0,2.35,2026-05-30T12:31:56,
job-9eebe99290,LG-640,LG640_GLOSS_ONLY,Special Effects,184,2.128,2.128,49.102,17.027,5.8059,5.7882,2200.0,,0.0,0.0,15.697,0.0,9.5,2026-05-30T12:31:51,
job-b949eb9428,LG-640,LG640_GLOSS_ONLY,Special Effects,5,2.878,2.378,31.822,2.378,0.5256,0.2377,571.0,36.0,0.0,0.0,0.997,0.0,3.31,2026-05-30T12:31:45,
job-9eebe99290,LG-640,LG640_GLOSS_ONLY,Special Effects,184,2.128,2.128,49.102,17.027,5.8059,5.7882,12965.0,31.0,0.0,0.0,15.697,0.0,1.61,2026-05-30T08:44:25,
job-44c156ea82,LG-640,LG640_GLOSS_ONLY,Special Effects,170,2.128,2.128,49.102,17.027,5.8059,5.3477,10867.0,,0.0,0.0,20.307,0.0,1.92,2026-05-30T08:44:25,
job-c0d3e6aebb,LG-640,LG640_GLOSS_ONLY,Special Effects,225,2.128,2.128,49.102,21.283,7.2574,7.0779,6693.0,,0.0,0.0,22.033,0.0,3.9,2026-05-30T08:44:24,
job-fe7b450434,LG-640,LG640_GLOSS_ONLY,Special Effects,220,2.128,2.128,49.102,21.283,7.2574,6.9206,2112.0,,0.0,0.0,15.171,0.0,12.37,2026-05-30T08:43:50,
job-fe7b450434,LG-640,LG640_CMYK_ONLY,Generic Sign Production,220,2.128,2.128,49.102,21.283,7.2574,6.9206,493.0,23.0,7.202999999999999,0.0,0.0,0.0,52.99,2026-05-30T07:59:55,
job-37cf6d1239,LG-640,LG640_GLOSS_ONLY,Special Effects,1,0.0,0.0,49.102,29.797,10.1603,0.0,6069.0,67.0,0.0,0.0,30.334,0.0,6.03,2026-05-29T13:45:51,
job-37cf6d1239,LG-640,LG640_CMYK_WHITE_COMBINED,Generic Sign Production,1,0.0,0.0,49.102,29.797,10.1603,0.0,4456.0,35.0,12.807,16.468,0.0,0.0,8.21,2026-05-29T13:45:48,
job-7d9b81e620,LG-640,LG640_GLOSS_ONLY,Special Effects,1,0.0,0.0,49.102,29.797,10.1603,0.0,2878.0,,0.0,0.0,30.083,0.0,12.71,2026-05-29T13:44:56,
job-7d9b81e620,LG-640,LG640_CMYK_WHITE_COMBINED,Generic Sign Production,1,0.0,0.0,49.102,29.797,10.1603,0.0,1043.0,,16.545,8.986,0.0,0.0,35.07,2026-05-29T13:44:52,
job-37cf6d1239,LG-640,LG640_CMYK_ONLY,Generic Sign Production,1,0.0,0.0,51.583,28.777,10.3084,0.0,2198.0,459.0,6.5489999999999995,0.0,0.0,0.0,16.88,2026-05-29T11:08:29,
job-7d9b81e620,LG-640,LG640_CMYK_ONLY,Generic Sign Production,1,0.0,0.0,51.138,57.554,20.439,0.0,1444.0,327.0,19.489,0.0,0.0,0.0,50.96,2026-05-29T11:08:29,
job-61291afe6b,LG-640,LG640_CMYK_ONLY,Generic Sign Production,1,14.389,16.389,35.194,14.389,3.5166,1.6376,2342.0,449.0,1.5,0.0,0.0,0.0,5.41,2026-05-29T09:31:51,
job-d56fc96d94,LG-640,LG640_CMYK_ONLY,Generic Sign Production,1,14.389,16.389,35.194,14.389,3.5166,1.6376,1948.0,417.0,1.7029999999999998,0.0,0.0,0.0,6.5,2026-05-29T09:31:51,
job-7d9b81e620,LG-640,LG640_CMYK_ONLY,Generic Sign Production,1,0.0,0.0,51.138,57.554,20.439,0.0,1540.0,386.0,19.526,0.0,0.0,0.0,47.78,2026-05-29T09:31:50,
job-b03db8fb5a,LG-640,LG640_GLOSS_ONLY,Special Effects,66,8.312,2.578,51.492,28.357,10.1401,9.8229,6164.0,,0.0,0.0,52.811,0.0,5.92,2026-05-28T17:03:41,
job-fda2e51b8d,LG-640,LG640_GLOSS_ONLY,Special Effects,66,8.312,2.578,51.472,28.357,10.1362,9.8229,13320.0,,0.0,0.0,38.933,0.0,2.74,2026-05-26T20:08:13,
job-ccec2ca936,LG-640,LG640_GLOSS_ONLY,Special Effects,250,2.639,3.139,52.921,40.802,14.9949,14.3774,1144.0,,0.0,0.0,15.735,0.0,47.19,2026-05-26T19:04:09,
job-ccec2ca936,LG-640,LG640_CMYK_ONLY,Generic Sign Production,250,2.639,3.139,52.921,40.802,14.9949,14.3774,3902.0,,19.588,0.0,0.0,0.0,13.83,2026-05-26T17:39:46,
job-ccec2ca936,LG-640,LG640_GLOSS_ONLY,Special Effects,250,2.639,3.139,52.921,40.802,14.9949,14.3774,1173.0,41.0,0.0,0.0,15.735,0.0,46.02,2026-05-26T16:31:01,
job-ccec2ca936,LG-640,LG640_GLOSS_ONLY,Special Effects,250,2.639,3.139,52.58,44.58,16.2776,14.3774,1363.0,38.0,0.0,0.0,15.736,0.0,42.99,2026-05-26T15:28:05,
job-ccec2ca936,LG-540,LG540_CMYK_ONLY,Generic Sign Production,250,2.639,3.139,51.467,42.217,15.0889,14.3774,7664.0,,20.166,0.0,0.0,0.0,7.09,2026-05-25T17:35:25,
job-ccec2ca936,LG-540,LG540_GLOSS_ONLY,Special Effects,250,2.639,3.139,52.886,40.802,14.9849,14.3774,4904.0,,0.0,0.0,15.735,0.0,11.0,2026-05-25T15:39:26,
job-ccec2ca936,LG-540,LG540_CMYK_ONLY,Generic Sign Production,250,2.639,3.139,52.843,40.802,14.9726,14.3774,4241.0,,18.462,0.0,0.0,0.0,12.71,2026-05-25T15:39:26,
job-7540a8aa2a,LG-540,LG540_GLOSS_ONLY,Special Effects,250,2.639,3.139,52.843,40.802,14.9726,14.3774,12024.0,,0.0,0.0,19.887,0.0,4.48,2026-05-25T11:25:30,
job-7540a8aa2a,LG-540,LG540_GLOSS_ONLY,Special Effects,250,2.639,3.139,52.843,40.802,14.9726,14.3774,1470.0,15.0,0.0,0.0,19.887,0.0,36.67,2026-05-25T11:25:29,
job-c21d3d06f4,LG-540,LG540_GLOSS_ONLY,Special Effects,10,0.0,0.0,51.457,31.909,11.4022,0.0,1828.0,241.0,0.0,0.0,24.177,0.0,22.46,2026-05-25T09:03:02,
job-c21d3d06f4,LG-540,LG540_CMYK_ONLY,Generic Sign Production,10,0.0,0.0,51.457,31.909,11.4022,0.0,866.0,133.0,10.864,0.0,0.0,0.0,47.4,2026-05-25T09:02:50,
job-0f2a721ee0,LG-540,LG540_GLOSS_ONLY,Special Effects,65,3.989,5.0,52.382,25.0,9.0942,9.002,1891.0,43.0,0.0,0.0,14.926,0.0,17.31,2026-05-21T11:42:49,
job-dcfe2785eb,LG-540,LG540_GLOSS_ONLY,Special Effects,1,0.0,0.0,51.04,28.777,10.1998,0.0,1847.0,,0.0,0.0,32.229,0.0,19.88,2026-05-21T10:20:23,
job-dcfe2785eb,LG-540,LG540_CMYK_ONLY,Generic Sign Production,1,0.0,0.0,51.04,28.777,10.1998,0.0,521.0,,16.005000000000003,0.0,0.0,0.0,70.48,2026-05-21T10:20:07,
job-dcfe2785eb,LG-540,LG540_CMYK_ONLY,Generic Sign Production,1,0.0,0.0,51.04,28.777,10.1998,0.0,868.0,213.0,16.005000000000003,0.0,0.0,0.0,42.3,2026-05-21T09:43:13,
job-9b6f9e55f3,LG-540,LG540_GLOSS_ONLY,Special Effects,130,3.989,5.0,52.382,50.0,18.1884,18.004,10468.0,,0.0,0.0,33.399,0.0,6.26,2026-05-20T17:51:57,
job-b380af4a1f,LG-540,LG540_GLOSS_ONLY,Special Effects,66,8.473,2.917,51.876,32.082,11.5576,11.3265,5277.0,,0.0,0.0,33.134,0.0,7.88,2026-05-20T17:51:20,
job-5b552d71a1,LG-540,LG540_GLOSS_ONLY,Special Effects,130,3.989,5.0,52.382,50.0,18.1884,18.004,6826.0,,0.0,0.0,59.082,0.0,9.59,2026-05-19T17:06:39,
job-1a403527f9,LG-540,LG540_GLOSS_ONLY,Special Effects,65,3.989,5.0,52.382,25.0,9.0942,9.002,6016.0,,0.0,0.0,23.916,0.0,5.44,2026-05-19T13:38:43,
job-cfbf10f89f,LG-540,LG540_GLOSS_ONLY,Special Effects,65,3.989,5.0,52.382,25.0,9.0942,9.002,3770.0,,0.0,0.0,33.945,0.0,8.68,2026-05-19T13:38:43,
job-997a491236,LG-540,LG540_GLOSS_ONLY,Special Effects,4,0.0,0.0,52.382,35.0,12.7319,0.0,1743.0,,0.0,0.0,22.013,0.0,26.3,2026-05-19T13:38:36,
job-997a491236,LG-540,LG540_CMYK_ONLY,Generic Sign Production,4,0.0,0.0,52.382,35.0,12.7319,0.0,717.0,,10.742,0.0,0.0,0.0,63.93,2026-05-19T13:38:18,
job-1427dcc9d8,LG-540,LG540_GLOSS_ONLY,Special Effects,65,0.0,0.0,51.736,56.715,20.3764,0.0,14148.0,56.0,0.0,0.0,25.176,0.0,5.18,2026-05-18T23:24:59,
job-1427dcc9d8,LG-540,LG540_CMYK_ONLY,Generic Sign Production,65,0.0,0.0,51.736,56.715,20.3764,0.0,11436.0,36.0,27.308999999999997,0.0,0.0,0.0,6.41,2026-05-18T23:24:44,
job-1bc1f1d106,LG-540,LG540_GLOSS_ONLY,Special Effects,130,3.989,5.0,52.382,50.0,18.1884,18.004,14161.0,,0.0,0.0,111.566,0.0,4.62,2026-05-18T10:24:11,
job-1bc1f1d106,LG-540,LG540_GLOSS_ONLY,Special Effects,130,3.989,5.0,52.382,50.0,18.1884,18.004,10353.0,70.0,0.0,0.0,111.566,0.0,6.32,2026-05-18T10:24:10,
job-5ab1fd65a0,LG-540,LG540_GLOSS_ONLY,Special Effects,130,3.989,5.0,52.382,50.0,18.1884,18.004,6725.0,,0.0,0.0,46.96,0.0,9.74,2026-05-18T10:24:10,
job-1595ebc9fd,LG-540,LG540_GLOSS_ONLY,Special Effects,128,9.143,2.068,52.351,54.86,19.9444,16.8083,2172.0,61.0,0.0,0.0,18.149,0.0,33.06,2026-05-17T11:30:30,
job-dfc67eed01,LG-540,LG540_GLOSS_ONLY,Special Effects,65,7.663,3.003,51.983,30.654,11.0658,10.3884,2117.0,47.0,0.0,0.0,13.554,0.0,18.82,2026-05-15T22:17:21,
job-d8fdf105d8,LG-540,LG540_GLOSS_ONLY,Special Effects,65,3.989,5.0,52.382,25.0,9.0942,9.002,5197.0,38.0,0.0,0.0,19.055,0.0,6.3,2026-05-15T09:32:37,
job-c3071fc3cd,LG-540,LG540_GLOSS_ONLY,Special Effects,66,8.426,2.578,51.736,28.357,10.1882,9.9578,4411.0,,0.0,0.0,37.921,0.0,8.31,2026-05-15T09:09:46,
job-eae3966d8d,LG-540,LG540_GLOSS_ONLY,Special Effects,102,7.663,3.003,51.983,45.98,16.5987,16.3018,3000.0,43.0,0.0,0.0,32.078,0.0,19.92,2026-05-14T20:49:22,
job-c2ca50b288,LG-540,LG540_CMYK_ONLY,Generic Sign Production,40,0.0,0.0,51.835,20.006,7.2015,0.0,417.0,59.0,11.128,0.0,0.0,0.0,62.17,2026-05-14T19:20:09,
job-c2ca50b288,LG-540,LG540_CMYK_ONLY,Generic Sign Production,40,0.0,0.0,52.767,16.206,5.9383,0.0,1607.0,65.0,9.643,0.0,0.0,0.0,13.3,2026-05-14T18:35:33,
job-4120c1ad7a,LG-540,LG540_GLOSS_ONLY,Special Effects,65,3.989,5.0,52.382,25.0,9.0942,9.002,4081.0,92.0,0.0,0.0,33.209,0.0,8.02,2026-05-14T17:44:52,
job-d8fdf105d8,LG-540,LG540_GLOSS_ONLY,Special Effects,65,3.989,5.0,52.382,25.0,9.0942,9.002,2098.0,49.0,0.0,0.0,19.055,0.0,15.6,2026-05-14T17:44:52,
job-c2ca50b288,LG-540,LG540_CMYK_ONLY,Generic Sign Production,40,0.0,0.0,52.411,14.898,5.4225,0.0,481.0,67.0,9.077,0.0,0.0,0.0,40.58,2026-05-14T16:38:38,
job-e296cb58d2,LG-540,LG540_GLOSS_ONLY,Special Effects,66,8.473,2.917,51.876,32.082,11.5576,11.3265,12416.0,,0.0,0.0,39.252,0.0,3.35,2026-05-13T23:43:25,
job-3e85fdbd1d,LG-540,LG540_GLOSS_ONLY,Special Effects,66,8.505,2.578,51.972,28.357,10.2347,10.0509,6725.0,,0.0,0.0,17.201,0.0,5.48,2026-05-13T23:43:19,
job-291a19ea4b,LG-540,LG540_GLOSS_ONLY,Special Effects,66,8.522,2.578,52.024,28.357,10.2449,10.0713,13662.0,,0.0,0.0,32.235,0.0,2.7,2026-05-13T19:39:33,
job-cb87fc0414,LG-540,LG540_GLOSS_ONLY,Special Effects,66,8.522,2.578,52.024,28.357,10.2449,10.0713,14088.0,,0.0,0.0,28.645,0.0,2.62,2026-05-13T14:10:33,
job-2c7896c932,LG-540,LG540_GLOSS_ONLY,Special Effects,66,8.522,2.578,52.024,28.357,10.2449,10.0713,9258.0,43.0,0.0,0.0,25.459,0.0,3.98,2026-05-13T14:08:59,
job-f8aafd8e73,LG-540,LG540_GLOSS_ONLY,Special Effects,66,8.522,2.578,52.024,28.357,10.2449,10.0713,6876.0,,0.0,0.0,29.928,0.0,5.36,2026-05-13T14:08:37,
job-291a19ea4b,LG-540,LG540_GLOSS_ONLY,Special Effects,66,8.522,2.578,52.024,28.357,10.2449,10.0713,4742.0,,0.0,0.0,32.235,0.0,7.78,2026-05-13T14:06:22,
job-a3107b0fe2,LG-540,LG540_CMYK_ONLY,Generic Sign Production,66,8.507,2.578,51.977,28.357,10.2356,10.0527,641.0,32.0,18.599999999999998,0.0,0.0,0.0,57.49,2026-05-13T13:36:09,
job-1595ebc9fd,LG-540,LG540_GLOSS_ONLY,Special Effects,64,9.143,2.068,52.351,27.43,9.9722,8.4042,1376.0,63.0,0.0,0.0,9.075,0.0,26.09,2026-05-12T13:06:10,
job-7c940ca940,LG-540,LG540_GLOSS_ONLY,Special Effects,150,0.0,0.0,52.694,36.587,13.3883,0.0,2582.0,175.0,0.0,0.0,39.187,0.0,18.67,2026-05-11T15:55:56,
job-7c940ca940,LG-540,LG540_CMYK_ONLY,Generic Sign Production,150,0.0,0.0,52.694,36.587,13.3883,0.0,967.0,93.0,16.677000000000003,0.0,0.0,0.0,49.84,2026-05-11T15:55:51,
job-9fcfa6a535,LG-540,LG540_GLOSS_ONLY,Special Effects,72,8.473,2.917,52.745,33.893,12.4144,12.3562,7011.0,,0.0,0.0,64.206,0.0,6.37,2026-05-11T12:18:04,
job-19c1306492,LG-540,LG540_GLOSS_ONLY,Special Effects,72,8.473,2.917,52.749,33.893,12.4154,12.3562,7854.0,,0.0,0.0,62.709,0.0,5.69,2026-05-10T19:40:20,
job-9097206df6,LG-540,LG540_CMYK_ONLY,Generic Sign Production,5,0.0,0.0,52.422,45.0,16.3818,0.0,1329.0,372.0,15.455000000000002,0.0,0.0,0.0,44.38,2026-05-10T19:17:50,
