anonId,printer,klass,profile,copies,pageX_in,pageY_in,areaX_in,areaY_in,layout_sqft,art_sqft,print_s,rip_s,cmyk_ml,white_ml,gloss_ml,other_ml,sqft_per_hr,p_start,flags
job-1b073e1661,LG-540,LG540_GLOSS_ONLY,Special Effects,72,8.473,2.917,52.745,33.893,12.4144,12.3562,7763.0,,0.0,0.0,24.538,0.0,5.76,2026-05-10T12:56:30,
job-49367b05b9,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,1988.0,23.0,19.657,0.0,0.0,0.0,32.96,2026-05-09T19:58:02,
job-526916b172,LG-540,LG540_CMYK_ONLY,Generic Sign Production,2,0.0,0.0,51.083,43.166,15.3127,0.0,3771.0,182.0,15.334999999999999,0.0,0.0,0.0,14.62,2026-05-09T19:11:31,
job-55f8ba2e90,LG-540,LG540_CMYK_ONLY,Generic Sign Production,1,0.0,0.0,52.426,50.0,18.2034,0.0,2549.0,63.0,20.578,0.0,0.0,0.0,25.71,2026-05-09T19:11:31,
job-4a2e41244e,LG-540,LG540_CMYK_ONLY,Generic Sign Production,1,0.0,0.0,52.426,50.0,18.2034,0.0,1086.0,35.0,21.408,0.0,0.0,0.0,60.34,2026-05-09T19:11:31,
job-76bcbe409e,LG-540,LG540_GLOSS_ONLY,Special Effects,130,3.989,5.0,52.422,50.0,18.202,18.004,1794.0,44.0,0.0,0.0,14.72,0.0,36.53,2026-05-08T10:06:44,
job-8e368a2992,LG-540,LG540_GLOSS_ONLY,Special Effects,130,3.989,5.0,52.422,50.0,18.202,18.004,2166.0,47.0,0.0,0.0,21.581,0.0,30.25,2026-05-07T16:03:08,
job-e2f30ac29f,LG-540,LG540_GLOSS_ONLY,Special Effects,130,3.989,5.0,52.422,50.0,18.202,18.004,12351.0,129.0,0.0,0.0,24.231,0.0,5.31,2026-05-04T22:13:18,
job-8e368a2992,LG-540,LG540_GLOSS_ONLY,Special Effects,130,3.989,5.0,52.422,50.0,18.202,18.004,10288.0,98.0,0.0,0.0,21.581,0.0,6.37,2026-05-04T22:13:18,
job-ddb241664f,LG-540,LG540_GLOSS_ONLY,Special Effects,130,3.989,5.0,52.422,50.0,18.202,18.004,8235.0,66.0,0.0,0.0,29.557,0.0,7.96,2026-05-04T22:13:17,
job-d8276fa455,LG-540,LG540_GLOSS_ONLY,Special Effects,130,3.989,5.0,52.422,50.0,18.202,18.004,5855.0,33.0,0.0,0.0,29.095,0.0,11.19,2026-05-04T22:13:17,
job-76bcbe409e,LG-540,LG540_GLOSS_ONLY,Special Effects,130,3.989,5.0,52.422,50.0,18.202,18.004,4147.0,69.0,0.0,0.0,14.72,0.0,15.8,2026-05-04T22:07:21,
job-f910b7329a,LG-540,LG540_GLOSS_ONLY,Special Effects,130,3.989,5.0,52.422,50.0,18.202,18.004,1650.0,37.0,0.0,0.0,30.117,0.0,39.71,2026-05-04T22:07:21,
job-67cc2beda4,LG-540,LG540_GLOSS_ONLY,Special Effects,132,8.522,2.578,52.063,56.715,20.5054,20.1427,7725.0,,0.0,0.0,65.58,0.0,9.56,2026-05-04T16:52:48,
job-660ee5de95,LG-540,LG540_GLOSS_ONLY,Special Effects,132,8.522,2.578,52.063,56.715,20.5054,20.1427,12621.0,,0.0,0.0,57.705,0.0,5.85,2026-05-04T11:07:24,
job-660ee5de95,LG-540,LG540_CMYK_ONLY,Generic Sign Production,132,8.522,2.578,52.063,56.715,20.5054,20.1427,1403.0,19.0,28.651,0.0,0.0,0.0,52.62,2026-05-04T09:13:28,
job-21a5ac9182,LG-540,LG540_CMYK_ONLY,Generic Sign Production,18,0.0,0.0,52.426,45.0,16.3831,0.0,3228.0,86.0,15.485,0.0,0.0,0.0,18.27,2026-05-04T07:53:01,
job-8c4b4db82a,LG-540,LG540_CMYK_ONLY,Generic Sign Production,100,3.989,5.0,51.496,39.886,14.2636,13.8492,2024.0,37.0,21.618000000000002,0.0,0.0,0.0,25.37,2026-05-04T07:51:17,
job-54b9f6385d,LG-540,LG540_CMYK_ONLY,Generic Sign Production,100,3.989,5.0,51.496,39.886,14.2636,13.8492,899.0,22.0,17.461000000000002,0.0,0.0,0.0,57.12,2026-05-04T07:51:17,
job-7d7c3914d8,LG-540,LG540_GLOSS_ONLY,Special Effects,130,3.989,5.0,52.422,50.0,18.202,18.004,12373.0,61.0,0.0,0.0,31.138,0.0,5.3,2026-05-01T11:43:08,
job-b8fc02165e,LG-540,LG540_GLOSS_ONLY,Special Effects,130,3.989,5.0,52.422,50.0,18.202,18.004,9864.0,47.0,0.0,0.0,47.906,0.0,6.64,2026-05-01T11:43:08,
job-c947f5e3a7,LG-540,LG540_GLOSS_ONLY,Special Effects,130,3.989,5.0,52.422,50.0,18.202,18.004,7118.0,34.0,0.0,0.0,41.818,0.0,9.21,2026-05-01T11:43:08,
job-615d1b702a,LG-540,LG540_GLOSS_ONLY,Special Effects,130,3.989,5.0,52.422,50.0,18.202,18.004,4565.0,21.0,0.0,0.0,31.138,0.0,14.35,2026-05-01T11:43:08,
job-1d56fae9b4,LG-540,LG540_GLOSS_ONLY,Special Effects,130,3.989,5.0,52.422,50.0,18.202,18.004,14150.0,32.0,0.0,0.0,62.277,0.0,4.63,2026-04-30T20:42:16,
job-aa42413d1b,LG-540,LG540_GLOSS_ONLY,Special Effects,130,3.989,5.0,52.422,50.0,18.202,18.004,10277.0,,0.0,0.0,102.022,0.0,6.38,2026-04-30T20:42:16,
job-7d1ddc9cdb,LG-540,LG540_GLOSS_ONLY,Special Effects,130,3.989,5.0,52.422,50.0,18.202,18.004,7044.0,37.0,0.0,0.0,62.277,0.0,9.3,2026-04-30T20:35:34,
job-29c9fa4646,LG-540,LG540_GLOSS_ONLY,Special Effects,130,3.989,5.0,52.422,50.0,18.202,18.004,3453.0,39.0,0.0,0.0,101.307,0.0,18.98,2026-04-30T20:34:41,
job-d8a40a7441,LG-540,LG540_GLOSS_ONLY,Special Effects,130,3.989,5.0,52.422,50.0,18.202,18.004,14301.0,,0.0,0.0,59.699,0.0,4.58,2026-04-29T17:04:49,
job-5869ccf4e0,LG-540,LG540_GLOSS_ONLY,Special Effects,130,3.989,5.0,52.422,50.0,18.202,18.004,6820.0,,0.0,0.0,64.504,0.0,9.61,2026-04-29T17:04:49,
job-5869ccf4e0,LG-540,LG540_GLOSS_ONLY,Special Effects,130,3.989,5.0,52.422,50.0,18.202,18.004,3716.0,38.0,0.0,0.0,64.504,0.0,17.63,2026-04-29T15:45:15,
job-123b1fa48a,LG-540,LG540_GLOSS_ONLY,Special Effects,130,3.989,5.0,52.426,50.0,18.2034,18.004,6227.0,45.0,0.0,0.0,81.373,0.0,10.52,2026-04-29T13:28:21,
job-27914e5294,LG-540,LG540_GLOSS_ONLY,Special Effects,1,0.0,0.0,52.764,47.56,17.4267,0.0,4368.0,76.0,0.0,0.0,56.309,0.0,14.36,2026-04-29T12:31:43,
job-ad87f05369,LG-540,LG540_GLOSS_ONLY,Special Effects,130,3.989,5.0,52.422,50.0,18.202,18.004,12860.0,,0.0,0.0,51.303,0.0,5.1,2026-04-28T12:23:42,
job-7a0a3cacdb,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,13062.0,,20.278,0.0,0.0,0.0,5.02,2026-04-27T17:44:58,
job-75bb3a58aa,LG-540,LG540_GLOSS_ONLY,Special Effects,130,3.989,5.0,52.422,50.0,18.202,18.004,11747.0,64.0,0.0,0.0,33.67,0.0,5.58,2026-04-27T11:03:25,
job-af076b3c6d,LG-540,LG540_GLOSS_ONLY,Special Effects,130,3.989,5.0,52.422,50.0,18.202,18.004,7708.0,31.0,0.0,0.0,53.295,0.0,8.5,2026-04-27T11:03:25,
job-543bac7c80,LG-540,LG540_GLOSS_ONLY,Special Effects,130,3.989,5.0,52.422,50.0,18.202,18.004,4575.0,,0.0,0.0,60.357,0.0,14.32,2026-04-27T11:00:27,
job-543bac7c80,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,5011.0,25.0,19.643,0.0,0.0,0.0,13.08,2026-04-26T22:56:38,
job-6e9e83fa59,LG-540,LG540_GLOSS_ONLY,Special Effects,130,3.989,5.0,52.422,50.0,18.202,18.004,4738.0,52.0,0.0,0.0,77.794,0.0,13.83,2026-04-26T22:38:43,
job-c2364036e6,LG-540,LG540_GLOSS_ONLY,Special Effects,4,0.0,0.0,51.079,57.554,20.4154,0.0,12274.0,1038.0,0.0,0.0,35.087,0.0,5.99,2026-04-26T11:19:18,
job-b40b3c1146,LG-540,LG540_GLOSS_ONLY,Special Effects,4,0.0,0.0,51.079,57.554,20.4154,0.0,9587.0,859.0,0.0,0.0,39.49,0.0,7.67,2026-04-26T11:19:13,
job-3235d6bb90,LG-540,LG540_GLOSS_ONLY,Special Effects,4,0.0,0.0,51.079,57.554,20.4154,0.0,7087.0,680.0,0.0,0.0,46.93,0.0,10.37,2026-04-26T11:19:09,
job-ba2aa32ff3,LG-540,LG540_GLOSS_ONLY,Special Effects,4,0.0,0.0,51.079,57.554,20.4154,0.0,4617.0,506.0,0.0,0.0,40.923,0.0,15.92,2026-04-26T11:19:05,
job-1eac7a920c,LG-540,LG540_GLOSS_ONLY,Special Effects,4,0.0,0.0,51.079,57.554,20.4154,0.0,2243.0,183.0,0.0,0.0,42.185,0.0,32.77,2026-04-26T11:18:23,
job-cf27938e14,LG-540,LG540_GLOSS_ONLY,Special Effects,200,7.0,2.562,52.118,70.0,25.3352,24.9103,13467.0,40.0,0.0,0.0,79.866,0.0,6.77,2026-04-25T21:40:49,
job-c151c45d3c,LG-540,LG540_GLOSS_ONLY,Special Effects,200,7.0,2.562,52.118,70.0,25.3352,24.9103,10667.0,35.0,0.0,0.0,67.755,0.0,8.55,2026-04-25T19:29:33,
job-a0e957143e,LG-540,LG540_GLOSS_ONLY,Special Effects,132,8.473,2.917,51.916,64.164,23.1327,22.6531,8101.0,35.0,0.0,0.0,42.311,0.0,10.28,2026-04-25T18:04:29,
job-c97eb9dfe7,LG-540,LG540_GLOSS_ONLY,Special Effects,100,1.828,1.828,52.093,7.313,2.6457,2.3214,5316.0,38.0,0.0,0.0,7.979,0.0,1.79,2026-04-25T16:20:59,
job-69683003dc,LG-540,LG540_GLOSS_ONLY,Special Effects,100,7.0,2.562,52.118,35.0,12.6676,12.4552,8302.0,28.0,0.0,0.0,38.922,0.0,5.49,2026-04-25T11:14:07,
job-df2555de1b,LG-540,LG540_GLOSS_ONLY,Special Effects,100,7.0,2.562,52.118,35.0,12.6676,12.4552,4534.0,39.0,0.0,0.0,46.196,0.0,10.06,2026-04-25T11:12:28,
job-dd91adb17f,LG-540,LG540_GLOSS_ONLY,Special Effects,132,8.473,2.917,51.916,64.164,23.1327,22.6531,5854.0,,0.0,0.0,62.382,0.0,14.23,2026-04-25T09:36:42,
job-a0e957143e,LG-540,LG540_GLOSS_ONLY,Special Effects,132,8.473,2.917,51.916,64.164,23.1327,22.6531,13216.0,92.0,0.0,0.0,42.311,0.0,6.3,2026-04-24T21:49:04,
job-7dd10fa339,LG-540,LG540_GLOSS_ONLY,Special Effects,132,8.473,2.917,51.916,64.164,23.1327,22.6531,5755.0,50.0,0.0,0.0,55.342,0.0,14.47,2026-04-24T21:49:04,
job-df2555de1b,LG-540,LG540_GLOSS_ONLY,Special Effects,105,7.119,3.125,51.414,46.872,16.7351,16.2213,10248.0,,0.0,0.0,37.118,0.0,5.88,2026-04-24T13:26:35,
job-df2555de1b,LG-540,LG540_GLOSS_ONLY,Special Effects,105,7.119,3.125,51.414,46.872,16.7351,16.2213,3042.0,31.0,0.0,0.0,37.118,0.0,19.8,2026-04-24T13:26:34,
job-5c103e4ffe,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,1054.0,,24.581,0.0,0.0,0.0,62.17,2026-04-24T09:39:28,
job-84dd6c4d9e,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,1385.0,,16.968,0.0,0.0,0.0,47.31,2026-04-24T06:11:23,
job-f005fa4cd3,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,1726.0,,20.398000000000003,0.0,0.0,0.0,37.96,2026-04-24T05:19:39,
job-305dd10d28,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,1384.0,,30.228,0.0,0.0,0.0,47.35,2026-04-24T04:32:09,
job-48a8f2954c,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,1515.0,,16.843,0.0,0.0,0.0,43.25,2026-04-24T03:43:56,
job-123f0d8655,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,1386.0,,13.663000000000002,0.0,0.0,0.0,47.28,2026-04-24T02:57:51,
job-171bf69592,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,1450.0,,20.271,0.0,0.0,0.0,45.19,2026-04-24T02:10:43,
job-f754c1c25a,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,1726.0,,14.423000000000002,0.0,0.0,0.0,37.96,2026-04-24T01:17:34,
job-305dd10d28,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,14319.0,,30.228,0.0,0.0,0.0,4.58,2026-04-24T00:33:30,
job-48a8f2954c,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,11426.0,,16.843,0.0,0.0,0.0,5.73,2026-04-24T00:33:30,
job-123f0d8655,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,8661.0,,13.663000000000002,0.0,0.0,0.0,7.57,2026-04-24T00:33:30,
job-171bf69592,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,5833.0,,20.271,0.0,0.0,0.0,11.23,2026-04-24T00:33:30,
job-f754c1c25a,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,2644.0,,14.423000000000002,0.0,0.0,0.0,24.78,2026-04-24T00:33:30,
job-cd0de2ec97,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,1277.0,,26.272000000000002,0.0,0.0,0.0,51.31,2026-04-24T00:33:17,
job-71933bc366,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,1517.0,,19.342999999999996,0.0,0.0,0.0,43.2,2026-04-23T20:50:47,
job-21bff6f82f,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,1383.0,,24.116,0.0,0.0,0.0,47.38,2026-04-23T20:04:47,
job-d23735c925,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,1451.0,,18.2,0.0,0.0,0.0,45.16,2026-04-23T19:17:38,
job-71933bc366,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,8074.0,,19.342999999999996,0.0,0.0,0.0,8.12,2026-04-23T18:36:13,
job-21bff6f82f,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,5314.0,,24.116,0.0,0.0,0.0,12.33,2026-04-23T18:36:13,
job-d23735c925,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,2485.0,,18.2,0.0,0.0,0.0,26.37,2026-04-23T18:36:13,
job-4bb4ecb7b0,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,1059.0,,19.524,0.0,0.0,0.0,61.88,2026-04-23T18:36:08,
job-4bb4ecb7b0,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,1375.0,,19.524,0.0,0.0,0.0,47.66,2026-04-23T14:37:07,
job-7a8be231f9,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,1376.0,,13.604,0.0,0.0,0.0,47.62,2026-04-23T13:51:07,
job-c5506b565f,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,1375.0,,18.314999999999998,0.0,0.0,0.0,47.66,2026-04-23T12:59:59,
job-4c3b5f8280,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,1377.0,,13.745000000000001,0.0,0.0,0.0,47.59,2026-04-23T12:08:41,
job-d8e851ce0b,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,1378.0,,15.803999999999998,0.0,0.0,0.0,47.55,2026-04-23T11:20:26,
job-c1b39bacd2,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,1378.0,,13.112,0.0,0.0,0.0,47.55,2026-04-23T10:34:25,
job-01f0f9160c,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,1466.0,,17.185000000000002,0.0,0.0,0.0,44.7,2026-04-23T09:46:54,
job-c5506b565f,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,13025.0,,18.314999999999998,0.0,0.0,0.0,5.03,2026-04-23T09:22:54,
job-4c3b5f8280,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,9947.0,,13.745000000000001,0.0,0.0,0.0,6.59,2026-04-23T09:22:54,
job-d8e851ce0b,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,7052.0,,15.803999999999998,0.0,0.0,0.0,9.29,2026-04-23T09:22:54,
job-c1b39bacd2,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,4291.0,,13.112,0.0,0.0,0.0,15.27,2026-04-23T09:22:54,
job-01f0f9160c,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,1440.0,,17.185000000000002,0.0,0.0,0.0,45.51,2026-04-23T09:22:54,
job-1fd79ca12e,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,1060.0,,13.369,0.0,0.0,0.0,61.82,2026-04-23T08:37:02,
job-3eb937ec71,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,1448.0,,20.47,0.0,0.0,0.0,45.25,2026-04-23T05:36:31,
job-b6332aedc3,LG-540,LG540_CMYK_ONLY,Generic Sign Production,1,3.989,5.0,29.0,3.989,0.8033,0.1385,301.0,,0.11,0.0,0.0,0.0,9.61,2026-04-23T05:09:17,
job-d441f4b2bc,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,1375.0,,16.598,0.0,0.0,0.0,47.66,2026-04-23T04:37:34,
job-3bf8bb89ab,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,1446.0,,12.96,0.0,0.0,0.0,45.32,2026-04-23T03:50:25,
job-f11b0b6833,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,1727.0,,20.331999999999997,0.0,0.0,0.0,37.94,2026-04-23T02:57:28,
job-9dd8824554,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,1377.0,,14.498000000000001,0.0,0.0,0.0,47.59,2026-04-23T02:11:28,
job-48bbb064eb,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,1686.0,,20.032999999999998,0.0,0.0,0.0,38.87,2026-04-23T01:20:16,
job-d9a1a3f46e,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,1376.0,,20.596,0.0,0.0,0.0,47.62,2026-04-23T00:32:52,
job-8be2e47ea4,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,1513.0,,15.062000000000001,0.0,0.0,0.0,43.31,2026-04-22T23:44:35,
job-e11b062640,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,1376.0,,18.748999999999995,0.0,0.0,0.0,47.62,2026-04-22T22:57:13,
job-9dd8824554,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,12667.0,,14.498000000000001,0.0,0.0,0.0,5.17,2026-04-22T22:40:21,
job-48bbb064eb,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,9595.0,,20.032999999999998,0.0,0.0,0.0,6.83,2026-04-22T22:40:21,
job-d9a1a3f46e,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,6751.0,,20.596,0.0,0.0,0.0,9.71,2026-04-22T22:40:21,
job-8be2e47ea4,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,3854.0,,15.062000000000001,0.0,0.0,0.0,17.0,2026-04-22T22:40:21,
job-e11b062640,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,1012.0,,18.748999999999995,0.0,0.0,0.0,64.75,2026-04-22T22:40:21,
job-38ce436090,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,1445.0,,13.813,0.0,0.0,0.0,45.35,2026-04-22T22:02:25,
job-38ce436090,LG-540,LG540_CMYK_ONLY,Generic Sign Production,130,3.989,5.0,52.422,50.0,18.202,18.004,1072.0,25.0,13.813,0.0,0.0,0.0,61.13,2026-04-22T21:44:33,
job-0b75b408db,LG-540,LG540_GLOSS_ONLY,Special Effects,130,3.989,5.0,52.422,50.0,18.202,18.004,12343.0,35.0,0.0,0.0,50.68,0.0,5.31,2026-04-22T00:13:17,
job-1c76adae21,LG-540,LG540_GLOSS_ONLY,Special Effects,130,3.989,5.0,52.422,50.0,18.202,18.004,10721.0,77.0,0.0,0.0,53.774,0.0,6.11,2026-04-21T23:54:23,
job-27b42370e9,LG-540,LG540_GLOSS_ONLY,Special Effects,130,3.989,5.0,52.422,50.0,18.202,18.004,8364.0,34.0,0.0,0.0,31.138,0.0,7.83,2026-04-21T23:54:23,
job-05d094eb50,LG-540,LG540_GLOSS_ONLY,Special Effects,130,3.989,5.0,52.422,50.0,18.202,18.004,8084.0,58.0,0.0,0.0,46.941,0.0,8.11,2026-04-21T23:17:18,
job-bc10eb8758,LG-540,LG540_GLOSS_ONLY,Special Effects,130,3.989,5.0,52.422,50.0,18.202,18.004,5729.0,32.0,0.0,0.0,31.138,0.0,11.44,2026-04-21T23:17:18,
job-525826ae0d,LG-540,LG540_GLOSS_ONLY,Special Effects,130,3.989,5.0,52.422,50.0,18.202,18.004,14182.0,56.0,0.0,0.0,32.976,0.0,4.62,2026-04-21T20:13:13,
job-e6b4629301,LG-540,LG540_GLOSS_ONLY,Special Effects,130,3.989,5.0,52.422,50.0,18.202,18.004,11528.0,28.0,0.0,0.0,31.138,0.0,5.68,2026-04-21T20:13:13,
job-4e8bf89d95,LG-540,LG540_GLOSS_ONLY,Special Effects,130,3.989,5.0,52.422,50.0,18.202,18.004,9525.0,54.0,0.0,0.0,34.384,0.0,6.88,2026-04-21T20:07:03,
job-2c35fd6ba4,LG-540,LG540_GLOSS_ONLY,Special Effects,130,3.989,5.0,52.422,50.0,18.202,18.004,7172.0,28.0,0.0,0.0,31.138,0.0,9.14,2026-04-21T20:07:03,
job-7ea6f8fa8b,LG-540,LG540_GLOSS_ONLY,Special Effects,130,3.989,5.0,52.422,50.0,18.202,18.004,4574.0,65.0,0.0,0.0,31.138,0.0,14.33,2026-04-21T20:04:06,
job-e4bf6ffd6c,LG-540,LG540_GLOSS_ONLY,Special Effects,130,3.989,5.0,52.422,50.0,18.202,18.004,1939.0,37.0,0.0,0.0,31.043,0.0,33.79,2026-04-21T20:04:06,
job-d5deaed5e3,LG-540,LG540_GLOSS_ONLY,Special Effects,4,0.0,0.0,51.079,57.554,20.4154,0.0,9593.0,,0.0,0.0,33.896,0.0,7.66,2026-04-21T16:11:35,
job-edfc82dc43,LG-540,LG540_GLOSS_ONLY,Special Effects,4,0.0,0.0,51.079,57.554,20.4154,0.0,7110.0,,0.0,0.0,33.896,0.0,10.34,2026-04-21T16:11:35,
job-d6e06a7e9d,LG-540,LG540_GLOSS_ONLY,Special Effects,4,0.0,0.0,51.079,57.554,20.4154,0.0,4690.0,,0.0,0.0,33.896,0.0,15.67,2026-04-21T16:11:35,
job-51ed24b966,LG-540,LG540_GLOSS_ONLY,Special Effects,4,0.0,0.0,51.079,57.554,20.4154,0.0,2324.0,,0.0,0.0,34.228,0.0,31.62,2026-04-21T16:11:35,
job-51ed24b966,LG-540,LG540_CMYK_ONLY,Generic Sign Production,4,0.0,0.0,51.079,57.554,20.4154,0.0,1195.0,,21.482,0.0,0.0,0.0,61.5,2026-04-21T16:11:34,
job-09810f22c2,LG-540,LG540_GLOSS_ONLY,Special Effects,4,0.0,0.0,51.079,57.554,20.4154,0.0,6651.0,320.0,0.0,0.0,39.754,0.0,11.05,2026-04-21T12:48:49,
job-cb902c8cd0,LG-540,LG540_GLOSS_ONLY,Special Effects,4,0.0,0.0,51.079,57.554,20.4154,0.0,4163.0,168.0,0.0,0.0,34.124,0.0,17.65,2026-04-21T12:48:49,
job-89c467b184,LG-540,LG540_CMYK_ONLY,Generic Sign Production,1,0.0,0.0,51.083,28.777,10.2085,0.0,3708.0,853.0,12.703,0.0,0.0,0.0,9.91,2026-04-21T12:16:21,
job-2bdfb73cce,LG-540,LG540_CMYK_ONLY,Generic Sign Production,1,0.0,0.0,51.083,57.554,20.4169,0.0,3003.0,769.0,22.588,0.0,0.0,0.0,24.48,2026-04-21T12:14:33,
job-2335bc2591,LG-540,LG540_CMYK_ONLY,Generic Sign Production,1,0.0,0.0,51.083,57.554,20.4169,0.0,1741.0,384.0,28.054000000000002,0.0,0.0,0.0,42.22,2026-04-21T12:14:33,
job-89c467b184,LG-540,LG540_CMYK_ONLY,Generic Sign Production,4,0.0,0.0,51.079,57.554,20.4154,0.0,3077.0,193.0,17.367,0.0,0.0,0.0,23.89,2026-04-21T09:06:24,
job-d5deaed5e3,LG-540,LG540_GLOSS_ONLY,Special Effects,4,0.0,0.0,51.079,43.166,15.3115,0.0,1789.0,119.0,0.0,0.0,22.143,0.0,30.81,2026-04-21T09:06:24,
job-3d6aff31d9,LG-540,LG540_GLOSS_ONLY,Special Effects,64,9.13,3.128,51.52,36.52,13.0659,12.694,3313.0,,0.0,0.0,68.984,0.0,14.2,2026-04-17T18:45:13,
job-3d6aff31d9,LG-540,LG540_GLOSS_ONLY,Special Effects,64,9.13,3.128,51.52,36.52,13.0659,12.694,3453.0,,0.0,0.0,68.984,0.0,13.62,2026-04-17T17:30:28,
