anonId,printer,count,classes
job-a012d4ae2c,LG-640,4,DUPLICATE_SUMMARY;LG640_GLOSS_ONLY
job-a012d4ae2c,LG-640,8,CANCELED
job-d1205ff3ed,LG-640,2,OTHER_EVENT:New Job(Main Que)
job-f100463c1c,LG-640,2,OTHER_EVENT:New Job(Main Que)
job-339376879a,LG-640,4,DUPLICATE_SUMMARY;LG640_GLOSS_ONLY
job-cee0115202,LG-640,2,DUPLICATE_SUMMARY;LG640_GLOSS_ONLY
job-15326c8a1b,LG-640,2,DUPLICATE_SUMMARY;LG640_GLOSS_ONLY
job-42c24e8477,LG-640,2,DUPLICATE_SUMMARY;LG640_GLOSS_ONLY
job-63e5177848,LG-640,2,DUPLICATE_SUMMARY;LG640_GLOSS_ONLY
job-42c24e8477,LG-640,2,CANCELED
job-63e5177848,LG-640,2,CANCELED
job-17f7e1fa06,LG-640,2,DUPLICATE_SUMMARY;LG640_GLOSS_ONLY
job-17f7e1fa06,LG-640,12,DUPLICATE_SUMMARY;LG640_GLOSS_ONLY
job-f7a9e50d02,LG-640,2,DUPLICATE_SUMMARY;LG640_GLOSS_ONLY
job-3b0cdfde86,LG-640,2,DUPLICATE_SUMMARY;LG640_GLOSS_ONLY
job-3e46512f63,LG-640,2,DUPLICATE_SUMMARY;LG640_GLOSS_ONLY
job-b46dbbd376,LG-640,2,DUPLICATE_SUMMARY;LG640_GLOSS_ONLY
job-15c1de8e4d,LG-640,2,DUPLICATE_SUMMARY;LG640_GLOSS_ONLY
job-e1d04393ca,LG-640,2,DUPLICATE_SUMMARY;LG640_GLOSS_ONLY
job-81ecbe4944,LG-640,2,DUPLICATE_SUMMARY;LG640_GLOSS_ONLY
job-8e3bbd99a6,LG-640,4,DUPLICATE_SUMMARY;LG640_GLOSS_ONLY
job-b1ad75b0b6,LG-640,2,DUPLICATE_SUMMARY;LG640_GLOSS_ONLY
job-b2d464c8f4,LG-640,2,DUPLICATE_SUMMARY;LG640_GLOSS_ONLY
job-6ca5deba0c,LG-640,2,DUPLICATE_SUMMARY;LG640_GLOSS_ONLY
job-e55ee3ad79,LG-640,2,DUPLICATE_SUMMARY;LG640_GLOSS_ONLY
job-b1ad75b0b6,LG-640,2,CANCELED
job-b1ad75b0b6,LG-640,2,OTHER_EVENT:New Job(Main Que)
job-8e3bbd99a6,LG-640,4,CANCELED
job-d053c56083,LG-640,2,DUPLICATE_SUMMARY;LG640_GLOSS_ONLY
job-8e3bbd99a6,LG-640,4,CANCELED
job-d1205ff3ed,LG-640,2,DUPLICATE_SUMMARY;LG640_GLOSS_ONLY
job-d1205ff3ed,LG-640,2,DUPLICATE_SUMMARY;LG640_GLOSS_ONLY
job-f100463c1c,LG-640,4,DUPLICATE_SUMMARY;LG640_GLOSS_ONLY
job-339376879a,LG-640,4,DUPLICATE_SUMMARY;LG640_GLOSS_ONLY
job-3c4741f6dc,LG-640,4,DUPLICATE_SUMMARY;LG640_GLOSS_ONLY
job-a62143e834,LG-640,4,DUPLICATE_SUMMARY;LG640_GLOSS_ONLY
job-b2d464c8f4,LG-640,2,DUPLICATE_SUMMARY;LG640_GLOSS_ONLY
job-b2d464c8f4,LG-640,2,FAILED;LG640_CMYK_ONLY
job-b1ad75b0b6,LG-640,2,DUPLICATE_SUMMARY;LG640_GLOSS_ONLY
job-cc2adc648e,LG-640,2,DUPLICATE_SUMMARY;LG640_GLOSS_ONLY
job-202645ae56,LG-640,2,DUPLICATE_SUMMARY;LG640_GLOSS_ONLY
job-3bcd8c3a41,LG-640,2,DUPLICATE_SUMMARY;LG640_GLOSS_ONLY
job-e1da42c5b3,LG-640,2,DUPLICATE_SUMMARY;LG640_GLOSS_ONLY
job-b6fc5aafdb,LG-640,4,DUPLICATE_SUMMARY;LG640_GLOSS_ONLY
job-e40310a83d,LG-640,2,DUPLICATE_SUMMARY;LG640_GLOSS_ONLY
job-9eebe99290,LG-640,2,DUPLICATE_SUMMARY;LG640_GLOSS_ONLY
job-b949eb9428,LG-640,2,DUPLICATE_SUMMARY;LG640_GLOSS_ONLY
job-b6fc5aafdb,LG-640,4,CANCELED
job-e40310a83d,LG-640,2,CANCELED
job-9eebe99290,LG-640,4,CANCELED;DUPLICATE_SUMMARY;LG640_GLOSS_ONLY
job-44c156ea82,LG-640,4,DUPLICATE_SUMMARY;LG640_GLOSS_ONLY
job-c0d3e6aebb,LG-640,4,DUPLICATE_SUMMARY;LG640_GLOSS_ONLY
job-fe7b450434,LG-640,2,DUPLICATE_SUMMARY;LG640_GLOSS_ONLY
job-e40310a83d,LG-640,2,OTHER_EVENT:New Job(Queue A)
job-44c156ea82,LG-640,4,CANCELED
job-c0d3e6aebb,LG-640,4,CANCELED
job-b6fc5aafdb,LG-640,4,CANCELED
job-fe7b450434,LG-640,2,CANCELED
job-44c156ea82,LG-640,4,OTHER_EVENT:New Job(Queue A)
job-c0d3e6aebb,LG-640,3,OTHER_EVENT:New Job(Queue A)
job-b6fc5aafdb,LG-640,4,OTHER_EVENT:New Job(Queue A)
job-fe7b450434,LG-640,4,OTHER_EVENT:New Job(Queue A)
job-f7d0a3219a,LG-640,3,OTHER_EVENT:New Job(Queue A)
job-61291afe6b,LG-640,3,OTHER_EVENT:New Job(Queue A)
job-d56fc96d94,LG-640,3,OTHER_EVENT:New Job(Queue A)
job-94d98f4370,LG-640,3,OTHER_EVENT:New Job(Queue A)
job-f7ad108303,LG-640,3,OTHER_EVENT:New Job(Queue A)
job-992e0367b7,LG-640,3,OTHER_EVENT:New Job(Queue A)
job-f596b0d375,LG-640,3,OTHER_EVENT:New Job(Queue A)
job-1c1b3f4a1d,LG-640,3,OTHER_EVENT:New Job(Queue A)
job-f556730c5f,LG-640,3,OTHER_EVENT:New Job(Queue A)
job-521e651b65,LG-640,3,OTHER_EVENT:New Job(Queue A)
job-ed990d83b3,LG-640,3,OTHER_EVENT:New Job(Queue A)
job-873211b5cb,LG-640,3,OTHER_EVENT:New Job(Queue A)
job-96d1240cdb,LG-640,3,OTHER_EVENT:New Job(Queue A)
job-26a0ac7da1,LG-640,3,OTHER_EVENT:New Job(Queue A)
job-71f4402272,LG-640,2,OTHER_EVENT:New Job(Queue A)
job-86d779e1f4,LG-640,2,OTHER_EVENT:New Job(Queue A)
job-b03db8fb5a,LG-640,4,DUPLICATE_SUMMARY;LG640_GLOSS_ONLY
job-b03db8fb5a,LG-640,2,OTHER_EVENT:New Job(Queue A)
job-b03db8fb5a,LG-640,4,CANCELED
job-ad956d3fcb,LG-640,2,DUPLICATE_SUMMARY;LG640_GLOSS_ONLY
job-7c500a7939,LG-640,2,DUPLICATE_SUMMARY;LG640_GLOSS_ONLY
job-16b04741be,LG-640,2,DUPLICATE_SUMMARY;LG640_GLOSS_ONLY
job-16b04741be,LG-640,10,DUPLICATE_SUMMARY;LG640_GLOSS_ONLY
job-ad956d3fcb,LG-640,10,DUPLICATE_SUMMARY;LG640_GLOSS_ONLY
job-7c500a7939,LG-640,10,DUPLICATE_SUMMARY;LG640_GLOSS_ONLY
job-0b663ee2a5,LG-640,8,DUPLICATE_SUMMARY;LG640_GLOSS_ONLY
job-0b663ee2a5,LG-640,2,CANCELED
job-a0839060c2,LG-640,2,DUPLICATE_SUMMARY;LG640_GLOSS_ONLY
job-a0839060c2,LG-640,8,DUPLICATE_SUMMARY;LG640_GLOSS_ONLY
job-ad956d3fcb,LG-640,2,OTHER_EVENT:New Job(Queue A)
job-7c500a7939,LG-640,2,OTHER_EVENT:New Job(Queue A)
job-16b04741be,LG-640,3,OTHER_EVENT:New Job(Queue A)
job-16b04741be,LG-640,3,CANCELED
job-16b04741be,LG-640,7,CANCELED
job-ad956d3fcb,LG-640,3,CANCELED
job-ad956d3fcb,LG-640,7,CANCELED
job-7c500a7939,LG-640,8,CANCELED
job-7c500a7939,LG-640,2,CANCELED
job-0b663ee2a5,LG-640,8,CANCELED
job-a0839060c2,LG-640,2,CANCELED
job-a0839060c2,LG-640,8,CANCELED
job-fda2e51b8d,LG-640,8,DUPLICATE_SUMMARY;LG640_GLOSS_ONLY
job-ccec2ca936,LG-640,2,DUPLICATE_SUMMARY;LG640_GLOSS_ONLY
job-ccec2ca936,LG-640,4,CANCELED;DUPLICATE_SUMMARY;LG640_CMYK_ONLY
job-ccec2ca936,LG-640,6,CANCELED;DUPLICATE_SUMMARY;LG640_GLOSS_ONLY
job-ccec2ca936,LG-640,8,CANCELED;DUPLICATE_SUMMARY;LG640_GLOSS_ONLY
job-ccec2ca936,LG-540,8,CANCELED;DUPLICATE_SUMMARY;FAILED;LG540_CMYK_ONLY
job-ccec2ca936,LG-540,3,OTHER_EVENT:New Job(Queue A)
job-ccec2ca936,LG-540,4,CANCELED;DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-ccec2ca936,LG-540,4,CANCELED;DUPLICATE_SUMMARY;LG540_CMYK_ONLY
job-ccec2ca936,LG-540,3,CANCELED
job-ccec2ca936,LG-540,3,CANCELED
job-7540a8aa2a,LG-540,6,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-7540a8aa2a,LG-540,2,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-7540a8aa2a,LG-540,6,CANCELED
job-7540a8aa2a,LG-540,2,CANCELED
job-7540a8aa2a,LG-540,2,OTHER_EVENT:New Job(Queue A)
job-7540a8aa2a,LG-540,2,CANCELED
job-4d3cf554e9,LG-540,2,OTHER_EVENT:New Job(Queue A)
job-c91106bc8e,LG-540,2,OTHER_EVENT:New Job(Queue A)
job-dd2b412b5b,LG-540,2,OTHER_EVENT:New Job(Queue A)
job-8e1c9f70aa,LG-540,2,OTHER_EVENT:New Job(Queue A)
job-a8f8c09ee8,LG-540,2,OTHER_EVENT:New Job(Queue A)
job-a4b66bfb3f,LG-540,2,OTHER_EVENT:New Job(Queue A)
job-930d4c2407,LG-540,2,OTHER_EVENT:New Job(Queue A)
job-ae76af5cb1,LG-540,3,OTHER_EVENT:New Job(Queue A)
job-95fe0df9f0,LG-540,2,OTHER_EVENT:Print Start
job-0f2a721ee0,LG-540,2,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-dcfe2785eb,LG-540,2,CANCELED;LG540_CMYK_ONLY
job-f292713bda,LG-540,2,OTHER_EVENT:New Job(Queue A)
job-71e8383fb1,LG-540,2,OTHER_EVENT:New Job(Queue A)
job-4b80ae709b,LG-540,2,OTHER_EVENT:New Job(Queue A)
job-15b5843177,LG-540,2,OTHER_EVENT:New Job(Queue A)
job-75be23b46c,LG-540,2,OTHER_EVENT:New Job(Queue A)
job-8385c88262,LG-540,2,OTHER_EVENT:New Job(Queue A)
job-9efb85f9c6,LG-540,2,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-9efb85f9c6,LG-540,14,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-8d5a0eccad,LG-540,4,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-0014833773,LG-540,4,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-9b6f9e55f3,LG-540,4,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-b380af4a1f,LG-540,4,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-b380af4a1f,LG-540,2,OTHER_EVENT:New Job(Queue A)
job-9efb85f9c6,LG-540,11,CANCELED
job-9efb85f9c6,LG-540,5,CANCELED
job-e787567f67,LG-540,12,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-e787567f67,LG-540,12,CANCELED
job-9efb85f9c6,LG-540,16,CANCELED
job-8d5a0eccad,LG-540,3,CANCELED
job-0014833773,LG-540,4,CANCELED
job-9b6f9e55f3,LG-540,4,CANCELED;FAILED
job-e787567f67,LG-540,16,CANCELED;FAILED
job-9b6f9e55f3,LG-540,2,OTHER_EVENT:New Job(Queue A)
job-0014833773,LG-540,2,OTHER_EVENT:New Job(Queue A)
job-8d5a0eccad,LG-540,2,OTHER_EVENT:New Job(Queue A)
job-9efb85f9c6,LG-540,12,CANCELED
job-9efb85f9c6,LG-540,4,CANCELED
job-e787567f67,LG-540,12,CANCELED
job-9efb85f9c6,LG-540,16,CANCELED
job-9efb85f9c6,LG-540,8,CANCELED
job-9efb85f9c6,LG-540,8,CANCELED
job-9efb85f9c6,LG-540,12,CANCELED
job-8d5a0eccad,LG-540,4,CANCELED
job-0014833773,LG-540,4,CANCELED
job-9b6f9e55f3,LG-540,4,CANCELED
job-5b552d71a1,LG-540,4,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-1a403527f9,LG-540,2,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-cfbf10f89f,LG-540,2,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-1a403527f9,LG-540,2,CANCELED
job-cfbf10f89f,LG-540,2,CANCELED
job-e787567f67,LG-540,6,CANCELED;DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-e48b6923fc,LG-540,2,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-4e3f38d09c,LG-540,2,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-1a403527f9,LG-540,2,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-cfbf10f89f,LG-540,2,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-997a491236,LG-540,2,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-a6435b9174,LG-540,4,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-a7c91440a9,LG-540,4,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-32d518c955,LG-540,4,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-516cbfd767,LG-540,4,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-1bc1f1d106,LG-540,2,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-1bc1f1d106,LG-540,2,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-5ab1fd65a0,LG-540,4,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-1595ebc9fd,LG-540,2,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-dfc67eed01,LG-540,2,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-d8fdf105d8,LG-540,2,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-d8fdf105d8,LG-540,2,OTHER_EVENT:New Job(Queue A)
job-c3071fc3cd,LG-540,4,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-6cce018557,LG-540,2,OTHER_EVENT:New Job(Queue A)
job-eae3966d8d,LG-540,2,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-4120c1ad7a,LG-540,2,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-d8fdf105d8,LG-540,2,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-1b073e1661,LG-540,2,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-1b073e1661,LG-540,2,OTHER_EVENT:New Job(Queue A)
job-198583076a,LG-540,4,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-2f3e7a8e8a,LG-540,4,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-e296cb58d2,LG-540,4,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-3e85fdbd1d,LG-540,6,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-2f3e7a8e8a,LG-540,4,CANCELED
job-e296cb58d2,LG-540,2,CANCELED
job-e296cb58d2,LG-540,2,CANCELED
job-3e85fdbd1d,LG-540,6,CANCELED
job-291a19ea4b,LG-540,6,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-a3107b0fe2,LG-540,3,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-a3107b0fe2,LG-540,3,DUPLICATE_SUMMARY;LG540_CMYK_ONLY
job-a3107b0fe2,LG-540,2,OTHER_EVENT:New Job(Queue A)
job-c401152b97,LG-540,3,DUPLICATE_SUMMARY;LG540_CMYK_ONLY
job-cb87fc0414,LG-540,4,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-2c7896c932,LG-540,2,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-f8aafd8e73,LG-540,2,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-f8aafd8e73,LG-540,2,CANCELED
job-291a19ea4b,LG-540,4,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-291a19ea4b,LG-540,2,OTHER_EVENT:New Job(Queue A)
job-f8aafd8e73,LG-540,2,OTHER_EVENT:New Job(Queue A)
job-2c7896c932,LG-540,2,OTHER_EVENT:New Job(Queue A)
job-c401152b97,LG-540,2,OTHER_EVENT:New Job(Queue A)
job-a3107b0fe2,LG-540,6,CANCELED;LG540_CMYK_ONLY
job-1595ebc9fd,LG-540,2,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-2710f365a5,LG-540,3,OTHER_EVENT:New Job(Queue A)
job-9fcfa6a535,LG-540,4,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-19c1306492,LG-540,4,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-1b073e1661,LG-540,4,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-76bcbe409e,LG-540,2,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-76bcbe409e,LG-540,3,OTHER_EVENT:New Job(Queue A)
job-8e368a2992,LG-540,2,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-8e368a2992,LG-540,2,OTHER_EVENT:New Job(Queue A)
job-0017cf1a76,LG-540,2,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-408beaeed8,LG-540,2,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-e2f30ac29f,LG-540,2,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-8e368a2992,LG-540,2,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-ddb241664f,LG-540,2,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-d8276fa455,LG-540,2,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-76bcbe409e,LG-540,2,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-f910b7329a,LG-540,2,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-3e0cbce98f,LG-540,4,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-67cc2beda4,LG-540,4,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-3e0cbce98f,LG-540,4,CANCELED
job-67cc2beda4,LG-540,4,CANCELED;FAILED
job-660ee5de95,LG-540,6,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-660ee5de95,LG-540,2,OTHER_EVENT:New Job(Queue A)
job-67cc2beda4,LG-540,2,OTHER_EVENT:New Job(Queue A)
job-3e0cbce98f,LG-540,2,OTHER_EVENT:New Job(Queue A)
job-3e0cbce98f,LG-540,4,CANCELED
job-67cc2beda4,LG-540,4,CANCELED
job-660ee5de95,LG-540,6,CANCELED;LG540_CMYK_ONLY
job-49a653d306,LG-540,2,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-5c674405e6,LG-540,2,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-7d7c3914d8,LG-540,2,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-b8fc02165e,LG-540,2,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-c947f5e3a7,LG-540,2,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-615d1b702a,LG-540,2,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-49a653d306,LG-540,2,CANCELED
job-5c674405e6,LG-540,2,CANCELED
job-7d7c3914d8,LG-540,2,CANCELED
job-b8fc02165e,LG-540,2,CANCELED
job-c947f5e3a7,LG-540,2,CANCELED
job-615d1b702a,LG-540,2,CANCELED
job-330c640941,LG-540,2,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-57282493b3,LG-540,2,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-37334d1615,LG-540,2,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-4e88a8c25d,LG-540,2,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-75de71d6f1,LG-540,2,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-069b9f74a8,LG-540,2,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-e9a9147be3,LG-540,2,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-be37a52464,LG-540,2,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-7677f0ba22,LG-540,2,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-2b8f59dda3,LG-540,2,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-1d56fae9b4,LG-540,2,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-aa42413d1b,LG-540,2,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-aa42413d1b,LG-540,2,CANCELED
job-7d1ddc9cdb,LG-540,2,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-29c9fa4646,LG-540,2,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-ad87f05369,LG-540,2,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-ad87f05369,LG-540,2,OTHER_EVENT:New Job(Queue A)
job-0c452797a4,LG-540,12,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-0c452797a4,LG-540,6,CANCELED
job-0c452797a4,LG-540,14,CANCELED;DUPLICATE_SUMMARY;FAILED;LG540_GLOSS_ONLY
job-02b859a0af,LG-540,4,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-9ffd1fa8fb,LG-540,4,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-799bd32da2,LG-540,4,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-d8a40a7441,LG-540,4,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-5869ccf4e0,LG-540,4,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-0c452797a4,LG-540,20,CANCELED
job-5869ccf4e0,LG-540,2,CANCELED
job-02b859a0af,LG-540,4,CANCELED
job-9ffd1fa8fb,LG-540,4,CANCELED
job-799bd32da2,LG-540,4,CANCELED
job-d8a40a7441,LG-540,4,CANCELED
job-5869ccf4e0,LG-540,2,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-5869ccf4e0,LG-540,2,OTHER_EVENT:New Job(Queue A)
job-4d788bf888,LG-540,2,CANCELED
job-4d788bf888,LG-540,2,OTHER_EVENT:New Job(Queue A)
job-123b1fa48a,LG-540,2,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-123b1fa48a,LG-540,3,OTHER_EVENT:New Job(Queue A)
job-27914e5294,LG-540,2,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-60944a1c3f,LG-540,4,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-2b2132758a,LG-540,4,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-73d33e8c28,LG-540,4,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-7a0a3cacdb,LG-540,4,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-83d7c396e5,LG-540,4,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-ad87f05369,LG-540,14,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-60944a1c3f,LG-540,4,CANCELED
job-2b2132758a,LG-540,4,CANCELED
job-73d33e8c28,LG-540,4,CANCELED
job-7a0a3cacdb,LG-540,4,CANCELED
job-83d7c396e5,LG-540,3,CANCELED
job-83d7c396e5,LG-540,2,OTHER_EVENT:New Job(Queue A)
job-7a0a3cacdb,LG-540,2,OTHER_EVENT:New Job(Queue A)
job-73d33e8c28,LG-540,2,OTHER_EVENT:New Job(Queue A)
job-2b2132758a,LG-540,2,OTHER_EVENT:New Job(Queue A)
job-60944a1c3f,LG-540,2,OTHER_EVENT:New Job(Queue A)
job-ad87f05369,LG-540,11,CANCELED
job-ad87f05369,LG-540,9,CANCELED;DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-ad87f05369,LG-540,20,CANCELED
job-83d7c396e5,LG-540,4,CANCELED
job-60944a1c3f,LG-540,4,CANCELED
job-2b2132758a,LG-540,4,CANCELED
job-73d33e8c28,LG-540,4,CANCELED
job-7a0a3cacdb,LG-540,4,CANCELED;DUPLICATE_SUMMARY;LG540_CMYK_ONLY
job-4e9a5c4de9,LG-540,2,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-f6c3305972,LG-540,2,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-123b1fa48a,LG-540,2,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-449278b9e6,LG-540,2,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-449278b9e6,LG-540,2,OTHER_EVENT:New Job(Queue A)
job-75bb3a58aa,LG-540,2,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-af076b3c6d,LG-540,2,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-543bac7c80,LG-540,2,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-543bac7c80,LG-540,2,CANCELED;OTHER_EVENT:Print Start
job-af076b3c6d,LG-540,2,OTHER_EVENT:New Job(Queue A)
job-75bb3a58aa,LG-540,2,OTHER_EVENT:New Job(Queue A)
job-543bac7c80,LG-540,2,CANCELED;FAILED
job-543bac7c80,LG-540,2,OTHER_EVENT:New Job(Queue A)
job-af076b3c6d,LG-540,2,CANCELED;OTHER_EVENT:Print Start
job-123b1fa48a,LG-540,2,OTHER_EVENT:Print Start
job-449278b9e6,LG-540,2,OTHER_EVENT:Print Start
job-75bb3a58aa,LG-540,2,OTHER_EVENT:Print Start
job-af076b3c6d,LG-540,2,OTHER_EVENT:Print Start
job-543bac7c80,LG-540,2,CANCELED;OTHER_EVENT:Print Start
job-123b1fa48a,LG-540,2,CANCELED
job-449278b9e6,LG-540,2,CANCELED
job-75bb3a58aa,LG-540,2,CANCELED
job-af076b3c6d,LG-540,2,CANCELED
job-543bac7c80,LG-540,2,CANCELED;OTHER_EVENT:Print Start
job-123b1fa48a,LG-540,2,CANCELED
job-449278b9e6,LG-540,2,CANCELED
job-e3b0c44298,LG-540,2,FAILED
job-75bb3a58aa,LG-540,2,CANCELED
job-af076b3c6d,LG-540,2,CANCELED
job-543bac7c80,LG-540,2,FAILED;LG540_CMYK_ONLY
job-6e9e83fa59,LG-540,2,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-88eb09bf6e,LG-540,2,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-c2364036e6,LG-540,2,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-b40b3c1146,LG-540,2,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-3235d6bb90,LG-540,2,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-ba2aa32ff3,LG-540,2,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-1fc214962e,LG-540,2,OTHER_EVENT:RIP End
job-1eac7a920c,LG-540,2,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-fba9c11ab8,LG-540,2,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-fba9c11ab8,LG-540,2,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-cf27938e14,LG-540,2,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-cf27938e14,LG-540,2,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
job-c151c45d3c,LG-540,2,DUPLICATE_SUMMARY;LG540_GLOSS_ONLY
